r,delta,theta,fecha_pos,id_pos
108.42,58.56,616.97,1973-04-02,998
381.83,819.54,298.12,2000-04-12,378
488.97,180.89,760.95,1932-10-17,40
368.23,414.35,397.03,1915-08-25,215
325.8,896.03,610.42,2014-07-09,766
144.3,269.26,867.13,1945-12-24,829
452.32,366.39,795.72,1954-09-26,755
133.95,59.24,415.31,1959-05-09,509
62.84,525.85,218.45,1985-02-05,644
597.64,863.42,275.07,1933-05-09,578
273.72,489.03,577.45,1911-08-27,977
125.3,7.75,953.73,1956-03-13,889
459.15,576.14,56.63,1999-02-16,772
611.34,510.25,625.28,1906-03-26,171
970.06,716.68,995.77,1943-03-03,478
246.91,64.66,481.1,1935-03-30,694
776.12,823.9,305.98,1930-08-07,755
389.65,392.78,176.44,2008-06-15,349
140.11,287.2,753.13,1954-12-29,913
468.22,856.36,367.42,1983-11-17,62
500.33,874.73,394.92,1991-07-27,659
135.67,352.97,562.56,1925-12-28,465
147.66,100.18,961.82,1986-07-25,202
738.05,510.09,178.88,1940-03-03,952
438.05,923.92,597.6,1945-06-10,29
22.77,975.46,927.59,1953-07-14,223
673.01,863.37,389.05,1962-12-10,774
491.16,114.32,692.91,1901-06-12,763
236.18,213.54,912.55,1914-05-13,358
782.82,786.58,35.23,1927-04-19,800
515.54,636.18,995.6,1919-11-11,425
383.73,502.69,623.4,2006-10-09,859
216.04,250.83,219.49,1904-03-25,665
184.39,591.3,258.25,1983-03-01,844
68.85,531.98,738.24,1973-10-09,45
419.93,677.46,595.35,2005-08-02,711
896.73,86.6,833.29,1907-03-05,389
294.77,529.99,395.52,1971-09-08,112
564.35,30.59,673.25,1959-12-14,448
45.35,395.49,139.11,1943-03-01,833
559.73,916.78,878.52,2018-10-24,266
156.19,335.35,127.84,1918-04-13,664
358.46,721.71,908.28,1981-06-28,896
31.32,455.93,709.25,1947-01-09,340
486.82,190.47,546.21,1945-06-18,479
608.76,223.79,732.58,1965-05-10,638
354.51,417.71,863.38,2010-07-18,521
796.99,219.41,891.92,1928-07-07,748
108.9,642.9,438.45,1995-07-04,358
588.77,825.48,821.87,1961-05-14,62
260.47,181.45,502.08,1975-11-22,965
10.38,377.67,531.58,1969-07-03,868
637.82,103.51,858.06,1997-12-28,329
175.79,711.95,545.9,1928-10-11,642
605.85,209.11,570.08,1991-04-25,973
243.51,792.43,725.36,2011-12-20,288
931.32,111.63,837.42,1961-05-30,273
516.32,555.51,682.1,1901-03-13,255
182.43,278.93,610.69,1977-07-24,915
602.47,896.91,114.05,1924-05-18,132
432.16,157.19,927.92,2010-11-06,691
126.73,843.18,528.19,2018-05-11,853
862.02,519.13,966.38,1960-01-08,775
159.47,363.51,662.43,2000-05-22,780
360.77,282.02,845.02,1966-06-03,284
754.84,45.58,306.18,1952-12-16,333
107.15,578.95,698.06,1900-02-16,976
285.67,480.94,349.98,1923-11-10,384
902.25,257.31,86.99,1916-11-23,970
757.56,344.79,744.18,1957-11-03,786
126.49,879.64,552.78,1939-11-29,220
632.21,444.56,510.27,1914-02-11,269
671.59,625.84,328.52,1947-08-30,915
449.09,345.64,663.07,1989-08-31,862
105.04,819.07,512.62,1907-12-19,18
259.51,537.91,379.49,1998-10-10,516
899.11,647.51,598.86,1921-02-25,710
306.7,437.5,483.65,2000-08-22,395
753.27,722.45,56.78,1989-12-30,975
893.65,601.8,438.88,1905-06-16,675
701.47,866.01,967.18,1995-08-13,418
785.3,844.81,873.98,2015-07-19,183
173.04,279.61,930.78,2010-05-23,627
242.1,887.76,982.43,1945-06-17,178
557.36,144.95,812.6,1904-10-30,175
723.14,208.65,121.11,1951-01-20,581
43.89,316.2,282.94,1953-08-30,154
650,373.41,37.82,1906-02-09,565
538.33,355.25,644.54,1918-07-12,43
702.22,600.89,155.66,1959-01-13,227
69.4,258.46,788.56,1914-01-19,480
523.24,533.82,639.97,1929-12-28,282
216.8,203.12,930.88,1974-04-16,636
259.87,356.43,373.7,1989-09-20,23
407.95,150,493.52,1940-03-31,478
313.3,342.75,571.45,1900-05-23,793
57.78,832.31,377.71,2018-12-19,695
420.82,297.75,724.43,1999-12-05,25
190.63,399.23,556.28,1979-10-16,498
179.6,721.13,38.89,1952-09-18,967
17.68,623,13.53,1987-09-17,157
396.53,224.25,117.96,1981-07-21,509
821.23,956.05,156.03,1958-09-07,333
175.22,945.82,270.16,1952-09-06,175
634.37,814.37,484.64,2018-05-24,530
103.38,128.51,721.91,1987-10-06,689
902.83,973.94,596.82,1918-06-11,991
927.03,516.17,501.17,1991-09-15,311
542.58,448.9,256.37,1977-07-03,510
136.79,474.51,491.26,1900-05-29,841
62.67,957.91,390.88,1912-03-21,833
229.83,39.41,231.19,1967-05-31,213
445.2,21.98,706.16,2010-03-31,539
559.12,639.24,601.64,2009-04-07,508
113.13,791.1,632.04,1990-05-24,947
73.46,876.98,712.08,1919-03-01,938
671.02,38.38,904.93,1968-04-15,105
424.67,523.69,373.9,1907-02-14,55
845.13,75.47,313.96,2019-04-03,583
640.26,115.19,979.26,2010-05-11,646
240.33,758.26,239.53,1975-10-06,223
450.47,128.02,377.01,1933-08-04,330
246.86,780.33,912.09,2013-10-24,982
139.84,116.38,513.12,1997-10-13,460
306.43,757.04,181.93,1909-12-18,613
803.32,989.43,921.08,1987-06-19,538
750.95,339.86,142.3,1984-11-30,108
935.35,20.43,384.14,1982-03-28,556
912.61,85.9,992.99,2016-07-18,106
465.28,641.52,79.72,1931-07-09,223
130.38,122.34,486.06,1912-01-03,886
111.26,285.2,797.36,1954-11-12,403
660.34,526.45,42.71,1936-10-20,512
551.85,386.96,599.46,1998-05-14,421
474.51,141.64,17.44,2019-12-14,457
298.28,391.52,56.9,1917-07-04,206
459.58,284.48,893.93,1908-12-29,726
286.82,679.2,438.42,1901-04-06,184
212.06,573.72,548.13,1948-04-09,432
201.78,572.39,231.9,1944-11-02,949
342.01,800.75,79.93,1940-10-18,465
567.27,225.23,518.72,2000-01-17,439
776.61,866.85,873.71,1981-08-03,607
402.19,269.04,200.77,2006-09-19,130
810.39,806.26,365.82,1953-12-15,790
499.6,976.73,888.44,1919-07-03,956
615.7,820.96,909.11,1998-03-21,990
973.62,496.65,750.22,1985-04-04,95
235.4,842.42,178.54,1975-01-26,74
827.85,48.93,643.14,2006-06-19,195
844.57,356.43,60.21,1971-03-06,554
190.26,755.5,435.38,1990-02-25,580
328.98,481.57,958.5,1965-01-27,737
339.98,657.33,352.76,1913-05-02,357
773.62,760.21,539.11,1945-08-17,63
105.35,128.91,15.54,1933-12-06,126
273.9,545.84,438.65,2009-06-01,472
119.49,778.91,215.44,1936-04-09,424
921.2,587.02,888.42,1952-09-23,678
301.49,791.61,193.56,1947-07-30,677
684.66,522.25,967.48,1928-08-05,950
741.14,763.72,536.8,1918-03-03,89
884.48,116.63,586.44,1902-08-26,146
491.16,852.56,706.12,1940-09-19,622
148.22,495.72,609.01,1921-04-16,233
43.36,782.21,590.82,1995-03-08,309
860.45,84.13,786,1938-02-28,480
57.29,747.48,820.75,1978-04-09,645
193.17,708.37,52.38,1938-12-07,68
490.53,473.99,360.46,1939-03-27,114
222.59,543.39,896.76,2014-11-19,957
75.19,889.35,283.8,1958-09-23,808
373.66,555.97,846.01,1954-01-03,974
911.22,311.97,890.97,1944-01-23,274
953.97,240,334.23,1964-10-27,395
83.63,795.55,329.87,1921-06-29,743
198.16,190.35,296.97,2008-05-03,348
1000.47,123.84,571.93,1959-02-22,965
928.38,884.64,229.36,1951-05-30,180
406.93,535.47,515.78,1996-02-15,447
452.59,953.03,271.23,1979-11-17,589
175.03,887.89,477.02,2006-05-30,482
917.85,753.67,686.88,1936-09-06,682
288.06,892.09,133.23,1987-02-14,833
438.43,446.16,712.36,1931-11-06,727
697.71,628.03,819.21,1997-06-27,978
953.35,533.73,69.29,1956-07-20,503
920.46,620.29,214.79,2016-01-19,346
695.74,318.26,79.56,1940-09-22,165
573.22,48.84,228.7,1984-05-05,311
453.06,446.48,682.7,1978-11-15,263
960.19,779.77,901.95,1971-06-17,196
999.27,784.37,162.98,2006-03-28,769
794.74,802.81,616.35,1989-03-23,71
495.47,4.48,858.68,2010-07-31,63
383.95,187.57,471.87,2013-10-27,551
839.69,858.43,568.49,1928-07-02,735
786.61,882.43,458.61,1966-12-10,220
574.88,930.46,720.89,1981-05-06,461
299.49,234.6,981.51,1933-02-26,849
690.85,687.95,311.44,1907-01-29,993
300.54,856.07,390.16,1982-11-09,106
421.61,271.13,708.05,1942-09-30,670
648.12,272.61,178.78,1931-09-26,104
435.47,854.69,985.2,2002-08-12,139
228.01,609.39,275.51,1970-09-07,888
991.71,904.08,543.48,1908-05-19,666
623.65,767.95,795.53,2016-08-10,10
563.55,740.75,803.54,1967-05-31,356
39.84,769.31,275.24,1980-05-26,972
915.29,124.26,213.5,2018-02-11,661
580.09,224.72,353.69,1961-05-28,157
151.02,446.97,275.1,2013-01-25,400
201.76,885.69,497.45,1998-06-15,837
869.1,243.29,974.03,1979-06-14,572
771.59,297.84,883.1,2017-10-25,66
995.5,424.57,324.99,1932-02-01,739
159.24,825.4,706.98,1933-09-01,945
2.56,466.98,605.99,1968-06-23,308
605.3,214.52,172.86,1997-08-19,511
676.43,343.61,454.06,1937-09-28,704
949.08,825.84,405.22,1932-01-07,169
309.71,898.48,820.02,1927-10-07,30
753.26,887.4,699.66,1932-07-06,549
158.56,502.45,313.51,1908-12-12,263
39.31,114.87,608.9,2017-06-25,415
139.28,377.12,949.95,1954-05-10,389
74.61,468.25,887.83,1990-11-14,396
155.2,531.43,541.86,1971-05-24,908
949.94,944.87,958.91,1972-08-31,416
372.53,40.73,523.75,2010-04-03,753
353.26,260.76,992.77,1939-04-30,706
56.97,580.55,425.2,1987-05-02,897
136.02,477.03,568.01,2007-01-03,98
363.49,330.53,862.15,1918-12-05,482
761.46,794.76,404.95,2003-03-27,676
865.55,87.7,681.1,1996-02-03,894
770.4,782.29,679.35,1901-05-23,222
545.59,189.94,794.66,1930-06-27,186
236.08,38.64,87.76,1922-03-25,337
926.98,270.53,622.17,1977-02-19,969
581.99,994.84,850.55,1933-02-18,969
334.1,615.27,821.5,1931-09-20,804
377.25,741.23,979.75,2018-01-14,748
216.55,73.42,363.89,1995-03-21,14
393.5,85.25,592.99,1900-03-30,438
44.78,734.25,647.18,1954-11-25,175
451.54,491.52,642.3,2011-06-22,310
356.48,85.74,724.75,1977-04-09,952
494.59,888.66,484.75,1980-05-05,695
735.16,666.65,613.68,1988-04-02,285
204.82,832.67,494.13,1917-04-18,48
71.33,364.16,700.94,1922-01-09,213
840.01,882.75,131.67,1944-09-23,880
284.9,449.93,113.63,1970-08-20,772
436.16,872.9,534.62,1959-09-21,127
757.1,312.97,413.96,1922-11-08,595
345.25,408.88,75.96,1936-04-12,600
884.57,810.54,122.59,1992-11-02,71
851.3,846.71,287.3,2016-04-04,286
442.95,757.17,914.66,2004-12-03,156
108.33,465.7,768.96,1909-07-22,23
568.34,862.42,368.44,1990-03-24,568
255.69,446.78,357.19,1907-10-24,731
830.9,112.69,581.18,1926-05-29,182
700.86,498.29,490.23,1966-02-13,338
607.49,918.27,394.53,2006-10-25,960
908.83,637.42,866.42,1918-07-08,491
965.75,143.28,278.71,1998-11-24,334
630.26,759.85,685.49,1997-11-09,292
592.33,127.15,136.86,1983-08-11,116
161.13,237.65,710.34,1990-09-18,384
33.4,977.42,654.46,1941-11-21,35
795.28,525.6,516.49,1944-11-09,866
126.37,369.01,693.26,1975-09-02,1
351.19,698.07,973.17,1978-02-25,510
308.81,178.47,641.49,1907-04-07,369
920.24,908.77,197.01,2011-07-21,459
313.98,570.5,636.41,1939-08-27,218
133.96,849.07,256.95,1906-03-23,756
507.96,629.58,957.89,1933-08-27,718
123.32,861.17,188.09,1950-03-19,63
338.91,522.88,122.83,1996-10-05,923
720.62,65.34,602.91,1947-01-04,825
253.25,598.43,429.02,1961-01-05,775
549.99,809.94,887.7,2000-11-18,751
24.47,879.64,299.42,1935-11-15,625
268.55,939.04,817.97,1918-07-24,319
377.54,62.03,66.48,1938-09-16,64
364.26,726.77,330.3,1914-01-14,999
979.09,199.7,59.04,1990-03-07,660
773.25,158.79,716.49,1922-04-02,439
448.95,450.83,786.93,1918-03-30,483
243.51,274.12,553.76,1941-09-24,48
589.38,292.95,784.33,1958-12-27,526
749.55,493.31,141.59,1919-12-02,982
408.87,842.6,757.49,1916-12-26,465
478.88,813.78,869.35,1927-04-29,305
586.57,658.1,591.42,2004-03-29,265
942.32,981.82,927.5,1944-11-29,430
754.68,896.04,191.28,1952-12-05,355
496.74,446.45,743.97,1965-06-11,765
18.89,12.44,299.64,1974-07-31,968
509.44,860.75,456.44,1943-07-21,15
725.62,915.59,821.38,1909-06-30,670
934.3,605.12,968.92,1931-11-18,381
282.37,421.05,919.01,2011-02-03,733
781.38,916.25,441.83,1963-06-24,15
967.91,498.34,328.13,1914-07-30,437
646.35,805.37,545.68,1995-05-31,910
484.73,198.76,508.03,1937-11-08,484
501.48,549.11,635.09,1982-05-11,557
342.1,345.06,349.5,1971-05-25,296
40.29,260.71,818.69,2014-11-20,924
493.06,154.01,402.51,1978-04-19,567
713.01,25.01,850.17,2009-03-14,253
191.5,633.91,424.79,1958-02-24,406
327.19,914.68,192.53,1910-11-13,216
346.55,681.51,187.38,1913-04-30,593
933.58,881.91,827.97,2006-06-28,557
65.75,64.1,511.02,1902-03-20,883
891.89,121.87,317.83,1939-11-25,458
637.11,140.4,154.88,1921-09-03,86
623.33,797.12,830.51,1966-12-24,73
416.6,50.85,861.07,1930-09-12,475
84.05,281.27,411.18,1900-02-21,729
714.56,627.89,701.89,1970-10-12,469
201.21,464.74,649.42,1990-02-15,961
837.83,416.22,119.71,1900-09-25,460
961.41,490.8,197.16,2009-11-15,885
661.11,294.2,30,1942-11-14,893
270.56,133.7,75.4,1918-05-28,936
40.77,17.44,533.58,2015-10-27,805
755.13,654.3,715.2,1963-11-27,620
196.51,170.46,342.31,2007-12-24,736
883.14,143.24,525.14,1902-04-09,761
210.87,20.88,24.24,1945-12-25,230
158.79,344.92,101.01,2006-11-04,941
897.91,238.55,199.63,1951-03-12,918
345.37,66.43,28.8,1967-08-12,324
298.73,105.63,498.59,1968-11-01,270
550.36,611.69,178.34,1901-10-26,597
427.65,377.91,830.03,1935-03-22,681
438.11,200.47,330.27,1985-11-29,614
525.16,234.14,677.87,1913-10-30,792
420.93,680.58,69.03,1945-09-03,670
338.88,369.81,668.84,1961-07-20,714
425.22,550.31,146.36,1959-05-21,158
547.67,933.45,944.53,1909-08-29,925
351.59,446.68,789.5,1940-05-15,924
717.33,943.85,850.42,1934-07-15,750
859.1,750.38,667.65,1914-05-30,534
741.05,997.17,452.89,1901-11-15,980
688.18,645.79,609.4,2011-01-16,943
350.11,268.83,489.62,1936-11-05,231
207.68,893.63,228.97,1987-07-31,859
184.12,19.28,341.46,1972-01-09,590
119.79,70.21,570.37,2015-07-02,304
201.05,144.39,791.56,1911-10-15,707
814.58,514.66,989.29,1936-01-25,904
81.47,173.88,319.97,1991-07-26,88
185.97,198.66,539.4,1952-04-14,822
431,110.69,987.87,1901-08-09,346
878.88,118.79,164.7,1967-05-07,536
629.53,166.83,959.3,1949-07-30,908
28.01,990.39,128.25,1942-09-17,259
99.27,463.64,545.32,1902-03-15,67
907.19,98,219.93,2001-04-04,325
51.92,232.91,576.1,1999-08-27,970
794.45,842.19,398.76,2015-09-04,179
277.86,658.02,70.81,1959-05-19,304
783.42,137.01,353.21,1997-10-02,146
722.71,136.33,636.71,2013-03-06,509
809.82,274.95,525.31,1992-12-12,561
339.54,449.58,771.32,1947-09-05,498
585.34,814.09,271.26,1920-02-04,256
198.5,797.5,157.24,1997-06-16,91
110.71,653.93,827.98,2004-03-29,135
719.39,472.39,931.78,1980-08-30,330
383,848,997.63,1932-06-18,162
600.16,63.86,389.68,1948-04-08,133
910.25,688.72,756.02,1958-08-10,486
950.84,592.81,393.25,2002-11-20,49
210.65,620.23,892.47,1986-08-01,101
552.07,26.97,142.4,2017-05-21,730
228.84,775.43,30.03,1995-06-29,744
67.23,223.51,804.06,1933-08-28,68
502.75,529.73,892.34,1951-06-07,227
249.97,995.9,633.2,1932-06-16,105
399.07,640.75,300.76,1940-03-31,752
270.5,292.97,138.28,1976-03-08,409
742.64,640.34,84.09,1964-05-08,292
380.91,47.29,945.81,1998-08-31,883
213.53,867.48,717.65,1915-12-28,605
950.23,703.79,826.28,1989-11-23,778
88.32,67.12,679.29,1980-12-30,462
891.83,841.16,347.77,1987-11-21,274
75.98,992.47,214.84,1961-02-16,246
469.49,629.76,769.94,1956-08-06,399
499.73,490.36,782.84,2010-09-19,289
709.64,137.89,536.34,1932-01-08,467
833.47,141.98,868.04,2016-08-06,71
247.5,228.72,463.93,1902-02-12,657
528.01,385.67,270.95,2007-09-24,53
219.98,877.03,162.02,1986-02-24,68
641.95,265.97,723.45,1962-09-24,342
650.86,691.7,966.13,2005-09-10,391
512.23,106.73,438.31,1963-05-20,588
989.7,47.86,532.46,1907-02-14,221
775.13,30.1,434.04,1982-03-22,973
711.6,660.28,518.15,1955-04-22,89
393.75,128.03,256.34,1908-03-06,319
742.3,23.77,634.21,1974-10-23,741
300,325.65,60.38,1910-05-09,165
595,791.15,945.51,1984-02-25,602
735.79,947.06,985.74,1938-10-17,649
486.1,855.89,654.59,1917-07-25,518
668.02,423.53,624.4,1983-03-22,574
801.68,667.57,174.13,1975-07-05,193
822.19,121.65,860.67,2007-12-09,358
805.94,867.55,888.46,1946-07-04,732
633.31,709.15,852.82,1907-05-16,525
406.67,111.39,450.49,1992-03-28,2
809.03,880.96,639.63,1963-07-23,778
737.3,110.83,256.25,1904-12-03,209
772.7,827.31,532.73,2003-06-12,227
866.6,799.19,441.08,1910-10-24,134
341.42,60.45,941.38,1949-01-14,292
555.19,271.16,640.82,1956-02-15,465
733.4,428.47,882.45,1930-07-30,596
725.81,489.98,71.1,1975-03-20,822
799.88,544.46,221.03,1943-12-29,714
519.03,779,944.18,1935-04-10,829
855.08,453.49,244.03,1974-08-20,582
685.37,323.39,535.53,1949-03-13,734
559.67,954.32,819.47,1945-07-30,258
487.82,485.2,406.39,1967-05-22,975
771.58,70.01,138.63,1995-10-04,661
459.32,111.02,412.18,1979-07-08,122
964.43,424.39,129.48,1924-09-15,641
871.26,156.46,208.25,1975-07-15,559
375.01,235.74,218.99,1905-04-11,895
353.59,755.68,469.26,1976-03-03,977
88.52,557.27,477.19,1968-03-21,241
474,426.82,143.82,1954-07-10,166
826.58,587.16,252.94,1973-11-01,48
16.53,415.85,899.74,2009-07-06,448
652.12,784.36,705.82,2000-02-25,659
579.24,5.59,162.3,2013-05-04,680
362.97,93.79,746.77,1983-12-25,30
958.83,433.88,641.55,1943-04-19,718
247.65,346.14,158.97,1980-05-07,885
685.7,524.59,317.76,2004-01-09,377
253.04,975.65,461.56,1964-12-18,273
722.55,826.95,518.7,1951-09-17,855
410.77,289.21,103.38,1923-02-20,807
577.42,293.77,418,1965-12-31,713
708.61,495.2,756.98,1945-03-17,785
293.69,976.63,446.6,1982-10-23,407
417.32,300.72,778.5,1908-03-26,815
409.44,555.45,811.96,1932-06-15,914
815.59,382.08,461.24,2017-06-05,133
694.7,736.97,12.87,1979-11-05,119
683.73,123.81,873.92,1998-01-21,178
310.19,615.7,497.52,1908-07-22,208
384.17,173.46,435.31,1937-08-01,907
846.48,156.61,638.65,1935-10-16,225
43.41,682.43,836,1990-12-13,794
966.17,125.69,226.64,2002-08-24,896
89.78,254.56,464.22,1984-08-28,331
443.49,241.04,410.55,1965-07-17,264
199.7,911.67,652.04,1989-12-10,725
621.75,844.36,509.65,2013-09-04,544
530.01,370.84,708.21,2007-01-28,60
607.17,290.97,956.45,2011-01-02,201
811.2,612.02,493.22,2004-10-13,274
470.4,920.34,903.46,1996-07-31,345
406.68,673.31,465.98,2009-09-07,213
578.71,883.61,994.66,1977-02-22,924
363.96,421.67,153.23,1996-04-07,926
653.73,36.9,237.58,2017-04-04,396
337.35,288.8,299.17,1957-09-15,291
727.64,785.69,141.63,1988-06-22,270
895.71,302.85,3.43,1984-09-19,323
475.35,852.55,811.2,1933-06-03,669
725.1,528.51,669.97,1970-06-20,752
465.44,553.99,593.02,1937-05-31,39
603.39,798.11,132.75,1924-02-15,923
752.9,240.97,336.83,1921-02-15,504
761.68,304.44,204.93,1930-09-08,473
706.98,507.47,403.32,2010-03-10,817
844.09,156.12,560.72,1925-07-23,260
201.82,323.09,333.04,1910-05-11,415
337.36,404.63,783.3,1918-07-18,251
865.63,302.84,574.93,1933-12-31,709
659.23,295.41,521.56,1966-09-26,411
699.47,862.25,741.33,2002-01-28,147
784.13,105.22,515.43,1969-04-13,882
641.38,563.36,520.58,1947-08-08,809
875.55,763.1,69.66,1998-03-29,778
560.68,562.12,618.15,1953-07-27,301
360.72,550.15,534,1982-06-10,358
888.17,208.29,596.81,2008-09-17,431
483.58,828.77,897.26,1913-06-21,959
353.33,25.03,130.23,1965-01-18,458
192.27,108.73,353.87,1936-10-17,286
725.97,292.89,117.31,2005-07-16,638
994.41,347.76,980.23,1998-11-09,316
695.47,998.27,907.56,1971-09-16,69
611.71,167.08,855.15,1981-07-01,515
495.87,330.97,313.45,2001-09-16,298
426.58,27.63,614.01,1924-12-09,91
155.94,536.6,654.13,1932-08-16,421
987.78,287.55,905.53,2007-05-18,319
782.6,123.26,217.51,1940-11-27,368
54.4,209.48,969.46,1991-03-15,423
65.44,809.36,924.75,1996-10-05,346
840.75,356.8,860.51,1943-03-27,758
102.79,289.61,86.71,1994-09-05,803
358.39,398.28,827.54,1998-12-20,968
49.26,340.68,486.71,1934-01-04,393
810.53,83.26,304.94,1971-05-30,777
721.85,396.53,484.53,1938-02-21,159
790.76,515.85,315.97,1943-07-19,894
1000.14,505.65,664.82,1927-03-07,180
348.46,883.29,149.57,1934-06-05,794
163.78,321.83,944.39,2007-05-19,870
329.1,24.91,255.97,2001-05-17,736
294.67,355.5,682.41,1989-11-28,513
152.84,613.8,879.05,1910-12-02,468
593.26,129.1,993.78,1908-05-10,737
865.67,932.39,187.47,1958-09-29,487
61.22,831.28,593.49,1949-04-24,760
56.89,610.97,270.86,1984-08-17,148
363.34,742.07,981.12,1993-07-01,715
405.24,839.42,130.32,1969-04-21,76
302.85,610.33,422.68,1997-11-20,107
620.59,759.2,965.21,2002-06-25,679
686.68,138.01,486.54,1966-03-13,316
666.12,149.82,417.5,1968-12-14,452
868.27,742.77,981.67,1985-01-13,511
556.7,353.37,820.37,1979-09-22,558
227.77,433.27,567.25,1928-08-11,642
295.3,21.98,62.35,1924-11-21,355
419.38,821.2,728.71,1913-10-07,34
862.85,572.01,280.56,1948-12-16,878
394.02,103.03,25.69,1948-12-24,897
207.21,854.83,364.92,1991-06-22,292
441.62,233.51,317.03,2014-12-22,483
190.12,210,902.58,1997-03-03,459
140.51,714.96,453.73,1929-12-03,599
955.66,269.32,457.59,1928-04-12,556
192.23,149.34,546.93,2006-10-11,368
284.61,687.14,753.58,2019-12-04,121
711.27,322.29,922.78,2003-09-14,897
628.99,965.47,76.05,1952-04-14,232
689.06,20.8,653.23,1980-02-05,190
661.65,97.06,641.17,1935-07-03,600
507.37,784.45,274.24,1925-05-12,339
132.72,381.67,138.44,1948-09-20,312
299.33,727.26,109.96,1998-03-22,572
742.72,841.8,557.11,1970-04-21,417
850.29,809.44,886.8,2003-04-22,799
702.95,708.56,574.58,2010-03-01,133
556.2,200,506.09,1989-04-05,185
733,306.35,82.78,2017-07-23,168
557.35,388.41,692.26,1922-07-01,162
595.09,461.99,555.21,2002-02-04,789
281.72,185.39,501.43,2011-12-29,587
150.44,697.46,707.59,2005-02-23,786
200.49,599.11,177.38,1981-07-09,422
605.09,500.25,415.18,1997-07-22,7
190.4,446.47,190.83,1972-08-31,463
288.97,765.6,149,1939-12-14,560
364.67,885.43,833.51,2019-02-05,414
204.06,168.01,940.98,1920-11-26,117
254.88,412.04,114.86,1919-11-12,733
481.02,198.88,392.51,2003-05-26,196
990.81,802.91,531.22,1912-08-26,13
194.5,671.24,845.94,1988-03-30,156
880.25,399.75,308.89,2005-08-31,111
460.61,274.48,493,1963-09-18,933
173.01,391.79,824.5,1905-01-03,578
65.09,130.59,802.07,2002-12-21,804
18.49,593.51,539.88,1903-07-22,949
766.67,789.32,464.74,1919-06-08,946
956.31,660.35,272.77,2019-02-20,442
633.76,736.17,658.3,1988-09-16,997
91.68,358.88,372.31,1988-06-02,826
587.07,520.04,394.56,1936-05-10,766
91.87,150.71,823.37,1987-05-21,670
80.21,588.65,425.38,1910-03-13,163
643.28,370.2,420.26,1929-09-19,147
17.94,274.61,825.34,1965-04-16,91
516.74,335.68,111.92,1996-01-24,799
537.27,361.16,493.36,1994-10-16,1000
439.27,455.26,120.04,1992-07-01,3
897.13,528.58,297.13,1951-08-21,842
500.72,204.91,876.29,1945-03-26,428
332.27,420.55,572.92,1928-06-29,651
528.96,400.95,915.42,1996-08-12,82
872.67,856.38,148.89,1967-06-17,792
860.03,573.3,525.56,1952-09-18,664
635.74,643.72,800.19,1940-04-08,372
653.37,442.92,666.98,1901-07-22,413
22.2,909.86,490.17,1948-11-28,887
157.68,58.31,818.82,1997-08-19,699
242.91,466,742.76,1922-05-11,854
137.01,791.07,63.17,1947-06-11,813
999.15,8.48,695.83,2011-12-01,276
